doi,subtype,creator,affilname,publicationName,aggregationType,include?,proc_pubmed_id,proc_abstract,proc_title,text_to_proc
10.1007/978-3-030-62784-3_27,cp,Vetiska J.,Brno University of Technology,Lecture Notes in Mechanical Engineering,Book Series,0.0,0,present paper describe individual element industry already introduce educational process student bachelor master degree study workplace faculty mechanical engineering bruno university technology purpose education approach take account requirement industry field sensor system opc ua data collection datum processing metrology simulation automation robotic mm communication virtual reality digital commission individual technology present student form partial task mutually relate result overall overview element industry implementation production system ,industry educational process ,Vetiska J. industry educational process  present paper describe individual element industry already introduce educational process student bachelor master degree study workplace faculty mechanical engineering bruno university technology purpose education approach take account requirement industry field sensor system opc ua data collection datum processing metrology simulation automation robotic mm communication virtual reality digital commission individual technology present student form partial task mutually relate result overall overview element industry implementation production system  cp Brno University of Technology Lecture Notes in Mechanical Engineering Book Series 0
10.1007/978-3-030-49932-7_90,cp,Xefteris S.,University of Western Macedonia,Advances in Intelligent Systems and Computing,Book Series,0.0,0,human cognition guide shaped physical manifestation object around act think intertwine integrate digital interaction physical world improve potential perceive understand object space notion facilitate creation mental representation since directly influence way bodily interact object integration educational robotic mix reality tangible interface provide fertile ground develop new learn scenario astronomical phenomenon simple obscure include difficult grasp concept learner usually develop strong misconception paper propose use educational robotic tangible simulation tool earth movement mixed reality space learn daynight cycle order evaluate propose environment pilot study conduct sixteen elementary student datum collect repost test attitude questionnaire semiformal group interview student answer indicate excite impressed propose intervention gain invaluable knowledge daynight cycle ,educational robotic create tangible simulation mix reality space learn daynight cycle ,Xefteris S. educational robotic create tangible simulation mix reality space learn daynight cycle  human cognition guide shaped physical manifestation object around act think intertwine integrate digital interaction physical world improve potential perceive understand object space notion facilitate creation mental representation since directly influence way bodily interact object integration educational robotic mix reality tangible interface provide fertile ground develop new learn scenario astronomical phenomenon simple obscure include difficult grasp concept learner usually develop strong misconception paper propose use educational robotic tangible simulation tool earth movement mixed reality space learn daynight cycle order evaluate propose environment pilot study conduct sixteen elementary student datum collect repost test attitude questionnaire semiformal group interview student answer indicate excite impressed propose intervention gain invaluable knowledge daynight cycle  cp University of Western Macedonia Advances in Intelligent Systems and Computing Book Series 0
10.1007/978-3-030-52575-0_14,cp,Buitrago P.A.,Universidad Nacional Abierta y a Distancia,Advances in Intelligent Systems and Computing,Book Series,0.0,0,national open distance university und autonomous university entity national order special regime zone education center use first remote mobile robotic laboratory base arduino platform incorporating labsland arduino robot alternative addition reduce cost allow coverage student locate distant area difficulty access laboratory practice plan replace use simulator loose microcontroller without robotic structure incorporate new technological tool educational approach due need incorporate learn activity laboratory practice course microprocessor microcontroller month october first week november measure technological pedagogical impact open distance education purpose student participate student conduct survey subsequently result evaluate activity compare rest student carry traditional activity matrix indicator obtain allow measure educational impact use technological tool compare traditional laboratory activity practice course microprocessor microcontroller ,mobile arduino robot programming use remote laboratory und pedagogic technical aspect experience use remote mobile robotic laboratory und ,Buitrago P.A. mobile arduino robot programming use remote laboratory und pedagogic technical aspect experience use remote mobile robotic laboratory und  national open distance university und autonomous university entity national order special regime zone education center use first remote mobile robotic laboratory base arduino platform incorporating labsland arduino robot alternative addition reduce cost allow coverage student locate distant area difficulty access laboratory practice plan replace use simulator loose microcontroller without robotic structure incorporate new technological tool educational approach due need incorporate learn activity laboratory practice course microprocessor microcontroller month october first week november measure technological pedagogical impact open distance education purpose student participate student conduct survey subsequently result evaluate activity compare rest student carry traditional activity matrix indicator obtain allow measure educational impact use technological tool compare traditional laboratory activity practice course microprocessor microcontroller  cp Universidad Nacional Abierta y a Distancia Advances in Intelligent Systems and Computing Book Series 0
10.1007/978-3-030-52287-2_11,cp,Dante A.,UniversitÃ  degli Studi dell'Aquila,Advances in Intelligent Systems and Computing,Book Series,0.0,0,highfidelity simulation educational method base technological mannequin faithfully reproduce physiological physiopathological human body response specific clinical condition nursing care traditional education integrate improvement nursing student knowledge performance selfefficacy selfconfidence problem solve ability critical thinking report well relational empathic skill level realism reach session define degree simulate experience approach reality demonstrate positive association student learn outcomes highfidelity patient simulator computerdriven static mannequin resemble adult child human body dimension however show limit overcome provide realistic fullbody experience nursing education regard robotic artificial intelligence key role technological evolution nursing educational system introduction simulation field open new perspective produce unavoidable redefinition educational standard beneficial implication future nursing care perspective new challenge nursing education discuss paper ,highfidelity patient simulator robotic artificial intelligence discussion paper new challenge enhance learn nursing education ,Dante A. highfidelity patient simulator robotic artificial intelligence discussion paper new challenge enhance learn nursing education  highfidelity simulation educational method base technological mannequin faithfully reproduce physiological physiopathological human body response specific clinical condition nursing care traditional education integrate improvement nursing student knowledge performance selfefficacy selfconfidence problem solve ability critical thinking report well relational empathic skill level realism reach session define degree simulate experience approach reality demonstrate positive association student learn outcomes highfidelity patient simulator computerdriven static mannequin resemble adult child human body dimension however show limit overcome provide realistic fullbody experience nursing education regard robotic artificial intelligence key role technological evolution nursing educational system introduction simulation field open new perspective produce unavoidable redefinition educational standard beneficial implication future nursing care perspective new challenge nursing education discuss paper  cp UniversitÃ  degli Studi dell'Aquila Advances in Intelligent Systems and Computing Book Series 0
10.1007/978-3-030-53021-1_45,cp,Martinez S.J.,Universidad ECCI,Lecture Notes in Electrical Engineering,Book Series,0.0,0,educational field necessary ability experiment learn process virtual laboratory allow freedom even physical resource paper present webbase virtual laboratory kuky br iowa r robot virtual robotic arm use rep simulator allow control robotic arm use direct cinematic model directly control position joint inverse cinematic model develop use denavithatenberg methodology connection remote api web design user interface labview use external library connection laboratory web user computer internet access labview runtime engine plugin instal experimental test observe system robust since allow stream several user without affect work manage program possible verify performance laboratory link work capacity user computer ,design implementation remote virtual laboratory internet apply kuky br iowa r ,Martinez S.J. design implementation remote virtual laboratory internet apply kuky br iowa r  educational field necessary ability experiment learn process virtual laboratory allow freedom even physical resource paper present webbase virtual laboratory kuky br iowa r robot virtual robotic arm use rep simulator allow control robotic arm use direct cinematic model directly control position joint inverse cinematic model develop use denavithatenberg methodology connection remote api web design user interface labview use external library connection laboratory web user computer internet access labview runtime engine plugin instal experimental test observe system robust since allow stream several user without affect work manage program possible verify performance laboratory link work capacity user computer  cp Universidad ECCI Lecture Notes in Electrical Engineering Book Series 0
10.3390/electronics9122163,ar,CaÃ±as J.M.,Universidad Rey Juan Carlos,Electronics (Switzerland),Journal,0.0,0,article present full course autonomous aerial robotic inside roboticsacademy framework drone programming course openaccess readytouse teacherstudent teachlearn drone program free student may program diverse drone computer without physical presence course unmanned aerial vehicle uav application essentially practical intelligence reside software part therefore propose course emphasize drone program practical learning comprise collection exercise resemble drone application real life follow road visual landing people search rescue include correspond background theory course successfully teach five year student several university engineering degree exercise course also validate three aerial robotic competition include international one roboticsacademy also briefly present paper open framework distance robotic learn engineering degree design practical complement typical online video massive open online course moon educational content build upon robot operating system ros middleware de facto standard robot programming powerful d gazebo simulator widely use python programming language additionally roboticsacademy suitable tool gamifie learn online robotic competition include several competitive exercise automatic assessment tool view fulltext ,opensource drone programming course distance engineering education ,CaÃ±as J.M. opensource drone programming course distance engineering education  article present full course autonomous aerial robotic inside roboticsacademy framework drone programming course openaccess readytouse teacherstudent teachlearn drone program free student may program diverse drone computer without physical presence course unmanned aerial vehicle uav application essentially practical intelligence reside software part therefore propose course emphasize drone program practical learning comprise collection exercise resemble drone application real life follow road visual landing people search rescue include correspond background theory course successfully teach five year student several university engineering degree exercise course also validate three aerial robotic competition include international one roboticsacademy also briefly present paper open framework distance robotic learn engineering degree design practical complement typical online video massive open online course moon educational content build upon robot operating system ros middleware de facto standard robot programming powerful d gazebo simulator widely use python programming language additionally roboticsacademy suitable tool gamifie learn online robotic competition include several competitive exercise automatic assessment tool view fulltext  ar Universidad Rey Juan Carlos Electronics (Switzerland) Journal 0
10.1007/s12008-020-00704-6,ar,MacÃ­as GarcÃ­a M.E.,Tecnologico de Monterrey,International Journal on Interactive Design and Manufacturing,Journal,0.0,0,current market requirement manufacture sector boost development adoption digital tool increasingly every day train simulation software automatic system process optimization system validation musthave production center fast machine integration rapid prototyping find advantage competitor new form system validation know virtual commissioning emulate real industrial environment thank computer software provide user safe place train deal problem real world technology represent opportunity specialized education virtual commissioning could use equip control automation laboratorie student trainee automation test validate debug control automation strategy thus student learn technology save training center money need costly industrial machinery reinforce student understanding student practice become regular habit global economy many develop nation whose primary economic activity production feel pressure train laboratory resourcepoor commonly equip improvise homemade system represent student face real industrial environment article describe creation process capability scope set new virtual commissioning element within cyberphysical laboratory cpl cpl merger physical laboratory equip real industrial controller virtual environment emulate industrial process use engineering training automation control robotic purpose achieve low cost effective use laboratory physical system cyberphysical laboratory device totally connect operating space real virtual interact other research paper also show example situ cyberphysical laboratory capability scope usage contribution student training ,cyberphysical lab enhance engineering training education ,MacÃ­as GarcÃ­a M.E. cyberphysical lab enhance engineering training education  current market requirement manufacture sector boost development adoption digital tool increasingly every day train simulation software automatic system process optimization system validation musthave production center fast machine integration rapid prototyping find advantage competitor new form system validation know virtual commissioning emulate real industrial environment thank computer software provide user safe place train deal problem real world technology represent opportunity specialized education virtual commissioning could use equip control automation laboratorie student trainee automation test validate debug control automation strategy thus student learn technology save training center money need costly industrial machinery reinforce student understanding student practice become regular habit global economy many develop nation whose primary economic activity production feel pressure train laboratory resourcepoor commonly equip improvise homemade system represent student face real industrial environment article describe creation process capability scope set new virtual commissioning element within cyberphysical laboratory cpl cpl merger physical laboratory equip real industrial controller virtual environment emulate industrial process use engineering training automation control robotic purpose achieve low cost effective use laboratory physical system cyberphysical laboratory device totally connect operating space real virtual interact other research paper also show example situ cyberphysical laboratory capability scope usage contribution student training  ar Tecnologico de Monterrey International Journal on Interactive Design and Manufacturing Journal 0
10.1186/s13638-020-01761-x,ar,Li P.,Sichuan Normal University,Eurasip Journal on Wireless Communications and Networking,Journal,0.0,0,process continuous development robot technology widely use aerospace medical education service industry relationship robot people get closer close improvement robot intelligence process continuous learn external knowledge since introduction humancomputer interaction technology provide technical support human research robot paper firstly take tai chi example analyze deconstruct standard tai chi putter movement obtain correspond movement parameter information human body depth image bone structure obtain kinect sensor human joint position datum record coordinate datum send brain robot thereby realize imitation learning robot push movement tai chi experimental result show propose method simulate practice process inversion tai chi well analyze shortcoming practice process promote development sport ,research robot boxing movement simulation base kinect sensor ,Li P. research robot boxing movement simulation base kinect sensor  process continuous development robot technology widely use aerospace medical education service industry relationship robot people get closer close improvement robot intelligence process continuous learn external knowledge since introduction humancomputer interaction technology provide technical support human research robot paper firstly take tai chi example analyze deconstruct standard tai chi putter movement obtain correspond movement parameter information human body depth image bone structure obtain kinect sensor human joint position datum record coordinate datum send brain robot thereby realize imitation learning robot push movement tai chi experimental result show propose method simulate practice process inversion tai chi well analyze shortcoming practice process promote development sport  ar Sichuan Normal University Eurasip Journal on Wireless Communications and Networking Journal 0
10.1186/s40648-020-00160-7,ar,Lee M.,Ritsumeikan University Biwako-Kusatsu Campus,ROBOMECH Journal,Journal,0.0,0,geriatric population expand caregiver require accurate training handle care elderly however student lack method acquire necessary skill experience well sufficient opportunity practice real human being investigate necessity feasibility care training assistant robot care education develop simulate robot shoulder complex joint multidof study five expert year experience elderly care participate dataacquisition process acquire information aspect glenohumeral angle well sternoclavicular joint torque expert perform three type rangeofmotion exercise elevationdepression sternoclavicular joint ii extension flexion glenohumeral joint iii lateral medial rotation glenohumeral joint experimental result show quantitative result exercise significantly different expert moreover observe even experienced professional need consistent care education base quantitative datum feedback thus confirm necessity feasibility care training assistant robot improve skill require elderly care ,necessity feasibility care training assistant robot cataro shoulder complex joint multidof elderly care education ,Lee M. necessity feasibility care training assistant robot cataro shoulder complex joint multidof elderly care education  geriatric population expand caregiver require accurate training handle care elderly however student lack method acquire necessary skill experience well sufficient opportunity practice real human being investigate necessity feasibility care training assistant robot care education develop simulate robot shoulder complex joint multidof study five expert year experience elderly care participate dataacquisition process acquire information aspect glenohumeral angle well sternoclavicular joint torque expert perform three type rangeofmotion exercise elevationdepression sternoclavicular joint ii extension flexion glenohumeral joint iii lateral medial rotation glenohumeral joint experimental result show quantitative result exercise significantly different expert moreover observe even experienced professional need consistent care education base quantitative datum feedback thus confirm necessity feasibility care training assistant robot improve skill require elderly care  ar Ritsumeikan University Biwako-Kusatsu Campus ROBOMECH Journal Journal 0
10.1109/LARS/SBR/WRE51543.2020.9306947,cp,Souza J.D.T.,Universidade Federal de Pernambuco,"2020 Latin American Robotics Symposium, 2020 Brazilian Symposium on Robotics and 2020 Workshop on Robotics in Education, LARS-SBR-WRE 2020",Conference Proceeding,1.0,0,use simulation visualization tool validate mechanical design programming robot become increasingly important use many scenario simulator collaborate research machine learn deep learning training professional nowadays covid pandemic social distancing simulator great potential tool help teach robotic however research indicate user may encounter difference happen simulator real life effect call reality gap article aim investigate effect gap educational robotic simulator name virtual robotic toolkit vrt well impact test algorithms propose strategy reduce impact effect three batch test carry two different robot simulation real world capturing datum sensor tachometer infrare gyroscope light sensor possible compare performance two scenario difference finally entire test field model make available along video test ,assess reality gap robotic simulation educational purpose ,"Souza J.D.T. assess reality gap robotic simulation educational purpose  use simulation visualization tool validate mechanical design programming robot become increasingly important use many scenario simulator collaborate research machine learn deep learning training professional nowadays covid pandemic social distancing simulator great potential tool help teach robotic however research indicate user may encounter difference happen simulator real life effect call reality gap article aim investigate effect gap educational robotic simulator name virtual robotic toolkit vrt well impact test algorithms propose strategy reduce impact effect three batch test carry two different robot simulation real world capturing datum sensor tachometer infrare gyroscope light sensor possible compare performance two scenario difference finally entire test field model make available along video test  cp Universidade Federal de Pernambuco 2020 Latin American Robotics Symposium, 2020 Brazilian Symposium on Robotics and 2020 Workshop on Robotics in Education, LARS-SBR-WRE 2020 Conference Proceeding 0"
