doi,subtype,creator,affilname,publicationName,aggregationType,include?,proc_pubmed_id,proc_abstract,proc_title,text_to_proc
10.1142/S1793351X14400091,ar,Zhang G.,Tsinghua University;Institute of Automation Chinese Academy of Sciences,International Journal of Semantic Computing,Journal,0,0,big data play import role everi area medic health internet financ cultur educ etc process big data effici huge challeng mapreduc good parallel program languag process big data howev lot shortcom exampl can not process complex comput can not suit realtim comput order overcom shortcom mapreduc variant paper propos semant mapreduc parallel program model studi includ follow part semant mapreduc parallel program model includ physic framework semant mapreduc parallel program model logic framework semant mapreduc parallel program model semant extract manag method big data semant mapreduc parallel program comput framework includ semant map semant reduc semant shuffl semant mapreduc multidata center includ basic framework semant mapreduc multidata center semant mapreduc applic framework multidata center case studi semant mapreduc across multidata center,semant mapreduc parallel program model,Zhang G. semant mapreduc parallel program model big data play import role everi area medic health internet financ cultur educ etc process big data effici huge challeng mapreduc good parallel program languag process big data howev lot shortcom exampl can not process complex comput can not suit realtim comput order overcom shortcom mapreduc variant paper propos semant mapreduc parallel program model studi includ follow part semant mapreduc parallel program model includ physic framework semant mapreduc parallel program model logic framework semant mapreduc parallel program model semant extract manag method big data semant mapreduc parallel program comput framework includ semant map semant reduc semant shuffl semant mapreduc multidata center includ basic framework semant mapreduc multidata center semant mapreduc applic framework multidata center case studi semant mapreduc across multidata center ar Tsinghua University;Institute of Automation Chinese Academy of Sciences International Journal of Semantic Computing Journal 0
10.1007/s11786-014-0202-0,ar,Drevelle V.,"Laboratoire des Sciences et Techniques de l'Information, de la Communication et de la Connaissance (Lab-Sticc)",Mathematics in Computer Science,Journal,0,0,vibe open sourc scientif visual system aim provid peopl work interv method easi way display result box save without worri graphic user interfac program provid draw function access multipl program languag without complex instal librari depend vibe made visual program applic program interfac popular program languag current c matlab plan design instant setup project short learn curv make good visual tool teach lab tutori communic program vibe goe namedpip file consist humanread messag simpl draw function provid vibe viewer featur navig insid draw export imag paper present main concept drive design vibe softwar architectur two short program display result setinvers problem display project d data provid futur develop direct detail,vibe visual interv box,"Drevelle V. vibe visual interv box vibe open sourc scientif visual system aim provid peopl work interv method easi way display result box save without worri graphic user interfac program provid draw function access multipl program languag without complex instal librari depend vibe made visual program applic program interfac popular program languag current c matlab plan design instant setup project short learn curv make good visual tool teach lab tutori communic program vibe goe namedpip file consist humanread messag simpl draw function provid vibe viewer featur navig insid draw export imag paper present main concept drive design vibe softwar architectur two short program display result setinvers problem display project d data provid futur develop direct detail ar Laboratoire des Sciences et Techniques de l'Information, de la Communication et de la Connaissance (Lab-Sticc) Mathematics in Computer Science Journal 0"
10.1080/08993408.2014.963362,ar,Major L.,University of Cambridge,Computer Science Education,Journal,0,0,work investig effect simul robot tool support learn program complet systemat review exploratori research multicas case studi undertaken simul name kebot develop use run four hour program workshop twentythre student particip age addit preservic inservic teacher took part effect intervent determin consid opinion attitud motiv well analys student program perform pre postquestionnair in postworkshop exercis interview use particip enjoy learn use simul believ approach valuabl engag perform student indic simul aid learn complet task satisfactori standard evid suggest robot simul offer effect mean introduc program recommend support develop simul provid,effect simul robot support learn introductori program multicas case studi,Major L. effect simul robot support learn introductori program multicas case studi work investig effect simul robot tool support learn program complet systemat review exploratori research multicas case studi undertaken simul name kebot develop use run four hour program workshop twentythre student particip age addit preservic inservic teacher took part effect intervent determin consid opinion attitud motiv well analys student program perform pre postquestionnair in postworkshop exercis interview use particip enjoy learn use simul believ approach valuabl engag perform student indic simul aid learn complet task satisfactori standard evid suggest robot simul offer effect mean introduc program recommend support develop simul provid ar University of Cambridge Computer Science Education Journal 0
10.5772/58249,ar,Danahy E.,Tufts University,International Journal of Advanced Robotic Systems,Journal,1,0,goal articl reflect role lego robot play colleg engin educ last year start introduct rc end introduct ev combin modular comput program languag modular build platform lego educ allow student age becom activ leader educ build everyth anim robot zoo robot play children game import allow student develop differ solut problem provid learn communiti look first recent develop learn scienc help promot student learn robot share four case studi success collegelevel implement build develop,legobas robot higher educ   year student creativ,Danahy E. legobas robot higher educ   year student creativ goal articl reflect role lego robot play colleg engin educ last year start introduct rc end introduct ev combin modular comput program languag modular build platform lego educ allow student age becom activ leader educ build everyth anim robot zoo robot play children game import allow student develop differ solut problem provid learn communiti look first recent develop learn scienc help promot student learn robot share four case studi success collegelevel implement build develop ar Tufts University International Journal of Advanced Robotic Systems Journal 0
10.5755/j01.eee.20.1.6169,ar,Plauska I.,Kaunas University of Technology,Elektronika ir Elektrotechnika,Journal,1,0,visual program languag provid natur approach specifi softwarehardwar system complex behaviour robot especi import educ requir formal knowledg program languag syntax attract user present analysi comparison two visual program environ lego nxt microsoft visual program languag base cognit usabl requir evalu applic roboticsbas comput scienc educ identifi main problem propos solut use visual program languag internetofth domain doi httpdxdoiorgjee,reflect use robot visual program environ projectbas teach,Plauska I. reflect use robot visual program environ projectbas teach visual program languag provid natur approach specifi softwarehardwar system complex behaviour robot especi import educ requir formal knowledg program languag syntax attract user present analysi comparison two visual program environ lego nxt microsoft visual program languag base cognit usabl requir evalu applic roboticsbas comput scienc educ identifi main problem propos solut use visual program languag internetofth domain doi httpdxdoiorgjee ar Kaunas University of Technology Elektronika ir Elektrotechnika Journal 0
10.1177/0013164414520629,ar,Warner J.A.,Sam Houston State University,Educational and Psychological Measurement,Journal,0,0,articl introduc new construct coin comput user learn aptitud cula establish construct valid cula embed nomolog network extend technolog accept model tam specif cula posit affect perceiv use perceiv eas use two under tam construct furthermor examin sever anteced cula reli second languag learn literatur includ comput anxieti toler ambigu risk take conceptu cula base observ comput system use languag communic comput user make system usag signific depend abil individu learn languag post learn communic comput technolog akin learn second languag languag learn first languag nativ languag refer computeres propos construct cula measur aptitud individu learn computeres specifi secondord variabl includ measur three critic facet computeres pertain general hardwaresoftwar program internet signific relationship found comput anxieti toler ambigu take risk cula well cula tam construct,learn computeres role second languag learn aptitud technolog accept,Warner J.A. learn computeres role second languag learn aptitud technolog accept articl introduc new construct coin comput user learn aptitud cula establish construct valid cula embed nomolog network extend technolog accept model tam specif cula posit affect perceiv use perceiv eas use two under tam construct furthermor examin sever anteced cula reli second languag learn literatur includ comput anxieti toler ambigu risk take conceptu cula base observ comput system use languag communic comput user make system usag signific depend abil individu learn languag post learn communic comput technolog akin learn second languag languag learn first languag nativ languag refer computeres propos construct cula measur aptitud individu learn computeres specifi secondord variabl includ measur three critic facet computeres pertain general hardwaresoftwar program internet signific relationship found comput anxieti toler ambigu take risk cula well cula tam construct ar Sam Houston State University Educational and Psychological Measurement Journal 0
10.3991/ijoe.v10i4.3270,ar,Kalantzopoulos A.,University of Patras,International Journal of Online Engineering,Journal,0,0,educ student design dsp digit signal processor base system achiev cours includ lectur laboratori session tradit laboratori session take place hanson laboratori physic presenc student instructor requir paper present onlin conduct system design dps postgradu cours laboratori session util rds lab remot digit signal processor laboratori interact rl remot laboratori allow student verifi dsp applic written c ndor assembl program languag without time place restrict also support remot control avail laboratori equip internet access userfriend control environ howev import featur rds lab propos paper remot control student dsp applic gun graphic user interfac develop them featur demonstr exampl concern implement verif process realtim dmf dual tone multi frequenc encoderdecod exampl dsp applic remot control labview base gui develop student follow instruct correspond laboratori session assess evalu system design dps laboratori session rds lab also discuss paper,onlin laboratori session system design dps use rds lab,Kalantzopoulos A. onlin laboratori session system design dps use rds lab educ student design dsp digit signal processor base system achiev cours includ lectur laboratori session tradit laboratori session take place hanson laboratori physic presenc student instructor requir paper present onlin conduct system design dps postgradu cours laboratori session util rds lab remot digit signal processor laboratori interact rl remot laboratori allow student verifi dsp applic written c ndor assembl program languag without time place restrict also support remot control avail laboratori equip internet access userfriend control environ howev import featur rds lab propos paper remot control student dsp applic gun graphic user interfac develop them featur demonstr exampl concern implement verif process realtim dmf dual tone multi frequenc encoderdecod exampl dsp applic remot control labview base gui develop student follow instruct correspond laboratori session assess evalu system design dps laboratori session rds lab also discuss paper ar University of Patras International Journal of Online Engineering Journal 0
10.1109/MCOM.2014.6815911,ar,BilÃ©n S.G.,"University of Michigan, Ann Arbor",IEEE Communications Magazine,Journal,0,0,softwaredefin radio rapid develop field drive develop innov communic technolog promis signific impact communic sector entiti develop sr system requir train workforc prepar mindset knowledg skill tool requir address system breadth technic depth aspect sr system develop sds necessarili involv collect disciplin includ limit electromagnet radiofrequ engin communic digit signal process embed system comput program system engin wherea electr engin comput scienc engin curricula univers level may includ cours area student typic curriculum usual involv integr topic howev sr employ integr construct facilit system think crossdomain learn via peer articl present sever signific educ effort across six you univers develop integr curricula sr includ signific laboratori compon,softwaredefin radio new paradigm integr curriculum deliveri,"BilÃ©n S.G. softwaredefin radio new paradigm integr curriculum deliveri softwaredefin radio rapid develop field drive develop innov communic technolog promis signific impact communic sector entiti develop sr system requir train workforc prepar mindset knowledg skill tool requir address system breadth technic depth aspect sr system develop sds necessarili involv collect disciplin includ limit electromagnet radiofrequ engin communic digit signal process embed system comput program system engin wherea electr engin comput scienc engin curricula univers level may includ cours area student typic curriculum usual involv integr topic howev sr employ integr construct facilit system think crossdomain learn via peer articl present sever signific educ effort across six you univers develop integr curricula sr includ signific laboratori compon ar University of Michigan, Ann Arbor IEEE Communications Magazine Journal 0"
10.5755/j01.itc.43.1.3715,ar,Å tuikys V.,Kaunas University of Technology,Information Technology and Control,Journal,0,0,paper present graphbas theoret background refactor correct heterogen metaprogram stage represent refactor method refactor experi task taken differ domain includ real world task metaprogram teach comput scienc cs topic use educ robot refactor metaprogram stage enabl flexibl adapt differ context use semi automat use contextu inform prioriti relat eg highest lowest etc introduc within metaprogram specif implement refactor method use socal activatingdeactiv label index chang role metalanguag construct differ stage contribut paper appli known program stage concept heterogen metaprogram theoret background properti method solv task kind refactor doi httpdxdoiorgjitc,refactor heterogen metaprogram stage metaprogram,Å tuikys V. refactor heterogen metaprogram stage metaprogram paper present graphbas theoret background refactor correct heterogen metaprogram stage represent refactor method refactor experi task taken differ domain includ real world task metaprogram teach comput scienc cs topic use educ robot refactor metaprogram stage enabl flexibl adapt differ context use semi automat use contextu inform prioriti relat eg highest lowest etc introduc within metaprogram specif implement refactor method use socal activatingdeactiv label index chang role metalanguag construct differ stage contribut paper appli known program stage concept heterogen metaprogram theoret background properti method solv task kind refactor doi httpdxdoiorgjitc ar Kaunas University of Technology Information Technology and Control Journal 0
10.1080/10494820.2013.815220,ar,Palumbo E.,Politecnico di Torino,Interactive Learning Environments,Journal,0,0,last year great effort made within univers environ implement learn technolog standard educ practic learn technolog distribut onlin educ multimedia content technolog platform even though specif learn tool technic disciplin alreadi avail internet opinion general tool typic involv calcul plot diagram use spreadsheet graphic applic still need provid flexibl multipurpos integr environ therefor develop integr system suppli learn platform almost function offer standalon offic autom applic modular objectori dynam learn environ noodl openofficeorg select deal problem origin softwar smooth user learn curv furthermor noodl modular platform offer extens applic program interfac code simpl effect manner implement work requir employ java asynchron javascript extens markup languag technolog includ creation java appl embed web page new noodl modul student could thus offer singl work environ handl tradit materi perform practic activ student feedback new integr system posit prove effect work,creation integr environ suppli learn platform offic autom featur,Palumbo E. creation integr environ suppli learn platform offic autom featur last year great effort made within univers environ implement learn technolog standard educ practic learn technolog distribut onlin educ multimedia content technolog platform even though specif learn tool technic disciplin alreadi avail internet opinion general tool typic involv calcul plot diagram use spreadsheet graphic applic still need provid flexibl multipurpos integr environ therefor develop integr system suppli learn platform almost function offer standalon offic autom applic modular objectori dynam learn environ noodl openofficeorg select deal problem origin softwar smooth user learn curv furthermor noodl modular platform offer extens applic program interfac code simpl effect manner implement work requir employ java asynchron javascript extens markup languag technolog includ creation java appl embed web page new noodl modul student could thus offer singl work environ handl tradit materi perform practic activ student feedback new integr system posit prove effect work ar Politecnico di Torino Interactive Learning Environments Journal 0
10.1115/1.4031089,ar,Fuge M.,A. James Clark School of Engineering,"Journal of Mechanical Design, Transactions of the ASME",Journal,0,0,addit manufactur print sit heart maker movementth grow desir widerrang peopl design physic object howev user wish design function move devic face prohibit barriertoentri need fluenci computeraid design cad packag limit peopl mere consum rather design maker solv problem combin advanc mechan synthesi comput languag design creat comput framework mechprocessor allow novic produc printabl move mechan vari complex use simpl extend interfac paper describ use hierarch cascad configur languag breadthfirst search mixedinteg linear program mile mechan synthesi along nest printabl testcas detect resolv constraint need ensur devic d print provid physic case studi opensourc librari code mechan enabl other easili extend mechprocessor framework encourag new research commerci educ direct includ new type custom printabl robot busi model customerdriven design stem educ initi involv nontechn audienc mechan design promot novic interact complex design fabric movabl compon move societi closer true promis maker movement turn consum design,mechprocessor help novic design printabl mechan across differ printer,"Fuge M. mechprocessor help novic design printabl mechan across differ printer addit manufactur print sit heart maker movementth grow desir widerrang peopl design physic object howev user wish design function move devic face prohibit barriertoentri need fluenci computeraid design cad packag limit peopl mere consum rather design maker solv problem combin advanc mechan synthesi comput languag design creat comput framework mechprocessor allow novic produc printabl move mechan vari complex use simpl extend interfac paper describ use hierarch cascad configur languag breadthfirst search mixedinteg linear program mile mechan synthesi along nest printabl testcas detect resolv constraint need ensur devic d print provid physic case studi opensourc librari code mechan enabl other easili extend mechprocessor framework encourag new research commerci educ direct includ new type custom printabl robot busi model customerdriven design stem educ initi involv nontechn audienc mechan design promot novic interact complex design fabric movabl compon move societi closer true promis maker movement turn consum design ar A. James Clark School of Engineering Journal of Mechanical Design, Transactions of the ASME Journal 0"
10.1007/s10798-014-9287-7,ar,Strawhacker A.,Tufts University,International Journal of Technology and Design Education,Journal,1,0,recent year educ robot becom increas popular research area howev limit studi focus differenti learn outcom base type program interfac studi aim explor success young children master foundat program concept base robot user interfac tangibl graphic hybrid taught curriculum thirtyf kindergarten student particip week robot curriculum use lego we d robot construct kit creativ hybrid environ robot program cheap program languag mix method data collect approach employ includ qualit observ data classroom well quantit mid posttest assess student program knowledg use cheap find show littl associ user interfac program comprehens although may orderaffect introduc user interfac implic best practic introduc program earli childhood set discuss,i want robot look food compar kindergartn program comprehens use tangibl graphic hybrid user interfac,Strawhacker A. i want robot look food compar kindergartn program comprehens use tangibl graphic hybrid user interfac recent year educ robot becom increas popular research area howev limit studi focus differenti learn outcom base type program interfac studi aim explor success young children master foundat program concept base robot user interfac tangibl graphic hybrid taught curriculum thirtyf kindergarten student particip week robot curriculum use lego we d robot construct kit creativ hybrid environ robot program cheap program languag mix method data collect approach employ includ qualit observ data classroom well quantit mid posttest assess student program knowledg use cheap find show littl associ user interfac program comprehens although may orderaffect introduc user interfac implic best practic introduc program earli childhood set discuss ar Tufts University International Journal of Technology and Design Education Journal 0
10.1109/RITA.2015.2452692,ar,Ramirez-Benavides K.,Universidad de Costa Rica,Revista Iberoamericana de Tecnologias del Aprendizaje,Journal,1,0,learn program earli age help children develop capabl logic think problem solv creativ incorpor robot program children help learn concret funni way collabor other research project present paper describ first prototyp implement program environ robot use mobil devic children earli childhood year old prototyp fulli function allow bluetooth communic one one expect research contribut humancomput interfac field provid new nontradit interfac support learn process program preschool,modebot environ program robot children age,Ramirez-Benavides K. modebot environ program robot children age learn program earli age help children develop capabl logic think problem solv creativ incorpor robot program children help learn concret funni way collabor other research project present paper describ first prototyp implement program environ robot use mobil devic children earli childhood year old prototyp fulli function allow bluetooth communic one one expect research contribut humancomput interfac field provid new nontradit interfac support learn process program preschool ar Universidad de Costa Rica Revista Iberoamericana de Tecnologias del Aprendizaje Journal 0
10.3390/s150510399,ar,Stoppe J.,German Research Center for Artificial Intelligence (DFKI),Sensors (Switzerland),Journal,0,0,complex hardwar design still increas accord moor law embed system intertwin work togeth also environ cyber physic system css streamlin develop workflow employ handl increas complex system design phase system c librari design hardwaresoftwar system enabl design quick prototyp eg distribut cps without decid particular implement detail whether implement featur hardwar softwar earli design process therebi approach reduc initi implement complex offer abstract layer build work prototyp howev system base c analyz design becom difficult task due complex languag featur avail design sever fundament differ approach analyz system design suggest work illustr sever differ system analysi approach includ specif advantag shortcom allow design pick right tool assist specif problem design system use system view fulltext,analyz system design system analysi approach vari applic,Stoppe J. analyz system design system analysi approach vari applic complex hardwar design still increas accord moor law embed system intertwin work togeth also environ cyber physic system css streamlin develop workflow employ handl increas complex system design phase system c librari design hardwaresoftwar system enabl design quick prototyp eg distribut cps without decid particular implement detail whether implement featur hardwar softwar earli design process therebi approach reduc initi implement complex offer abstract layer build work prototyp howev system base c analyz design becom difficult task due complex languag featur avail design sever fundament differ approach analyz system design suggest work illustr sever differ system analysi approach includ specif advantag shortcom allow design pick right tool assist specif problem design system use system view fulltext ar German Research Center for Artificial Intelligence (DFKI) Sensors (Switzerland) Journal 0
10.1007/s11858-014-0623-x,ar,Khan S.,University of Calgary,ZDM Mathematics Education,Journal,0,0,wit push toward studi spatial reason princip compon mathemat compet instruct twenti first centuri argu enactiv strong explicit foi coupl organ environ action cognit sensori motor coordin provid inclus expans apt fit framework illustr fit enactiv theori learn data ongo research project involv teacher elementaryag children engag design assembl motor robot offer spatial reason consider physic context dynam bodi move space sensorimotor coordin cognit appear differ conceptu compet mathemat specif argu learner engag divers type inform dens visuospati interfac eg blueprint program icon block map research studi afford necessari experi within vast number case describ varela et al enabl develop mathemat compet,accumul experi vast number case enactiv fit framework studi spatial reason mathemat educ,Khan S. accumul experi vast number case enactiv fit framework studi spatial reason mathemat educ wit push toward studi spatial reason princip compon mathemat compet instruct twenti first centuri argu enactiv strong explicit foi coupl organ environ action cognit sensori motor coordin provid inclus expans apt fit framework illustr fit enactiv theori learn data ongo research project involv teacher elementaryag children engag design assembl motor robot offer spatial reason consider physic context dynam bodi move space sensorimotor coordin cognit appear differ conceptu compet mathemat specif argu learner engag divers type inform dens visuospati interfac eg blueprint program icon block map research studi afford necessari experi within vast number case describ varela et al enabl develop mathemat compet ar University of Calgary ZDM Mathematics Education Journal 0
10.1017/S1471068415000174,ar,Blackmore C.,University of Bristol,Theory and Practice of Logic Programming,Journal,0,0,paper introduc new logicbas method optim select compil flag embed architectur particular use induct logic program ip learn logic rule relat effect compil flag specif program featur unlik earlier work aim infer humanread rule seek develop relat firstord approach automat discov relev featur rather reli vector predetermin attribut end generat data set measur execut time benchmark embed system develop board develop ip prototyp outperform current stateoftheart learn approach benchmark final combin strength current state art ip method hybrid approach reduc execut time averag case,logic program approach predict effect compil set embed softwar,Blackmore C. logic program approach predict effect compil set embed softwar paper introduc new logicbas method optim select compil flag embed architectur particular use induct logic program ip learn logic rule relat effect compil flag specif program featur unlik earlier work aim infer humanread rule seek develop relat firstord approach automat discov relev featur rather reli vector predetermin attribut end generat data set measur execut time benchmark embed system develop board develop ip prototyp outperform current stateoftheart learn approach benchmark final combin strength current state art ip method hybrid approach reduc execut time averag case ar University of Bristol Theory and Practice of Logic Programming Journal 0
10.1007/s00779-014-0774-3,ar,Sapounidis T.,Aristotle University of Thessaloniki,Personal and Ubiquitous Computing,Journal,1,0,paper present crossag studi explor children perform robot introductori program activ one tangibl one isomorph graphic system subsystem part innov system name proteam kit tangibl subsystem consist cubeshap block repres simpl advanc program structur user may interconnect cubicshap command creat robot program code graphic subsystem present onscreen isomorph tangibl program space children n five differ age group let interact pair two oper equival program subsystem scope program nxt lego robot three variabl associ children perform upon task four variabl relat perform free interact studi data analysi base comput log video record show children produc fewer error made effect debug younger children particular need less time accomplish robot program task tangibl subsystem moreov free interact elder children engag creat complic program explor differ command paramet activ tangibl case final interpret find provid advantag tangibl user interfac children introductori program discuss,evalu children perform graphic tangibl robot program tool,Sapounidis T. evalu children perform graphic tangibl robot program tool paper present crossag studi explor children perform robot introductori program activ one tangibl one isomorph graphic system subsystem part innov system name proteam kit tangibl subsystem consist cubeshap block repres simpl advanc program structur user may interconnect cubicshap command creat robot program code graphic subsystem present onscreen isomorph tangibl program space children n five differ age group let interact pair two oper equival program subsystem scope program nxt lego robot three variabl associ children perform upon task four variabl relat perform free interact studi data analysi base comput log video record show children produc fewer error made effect debug younger children particular need less time accomplish robot program task tangibl subsystem moreov free interact elder children engag creat complic program explor differ command paramet activ tangibl case final interpret find provid advantag tangibl user interfac children introductori program discuss ar Aristotle University of Thessaloniki Personal and Ubiquitous Computing Journal 0
10.1142/S021968671550016X,ar,Leo Princely F.,National Institute of Technology Tiruchirappalli,Journal of Advanced Manufacturing Systems,Journal,0,0,case convent industri robot system oper write robotlanguag program type workpiec oner task especi workpiec differ shape paper teachingless robot system finish twodimension workpiec various shape thick use comput vision propos robot system requir shape inform workpiec includ cad data input oper workpiec shape acquir segment edg straight line circular arc imag data workpiec robotlanguag program workpiec generat automat workpiec shape data finish condit data effect propos method verifi experi use newli develop robot system method provid compact inexpens finish robot system reduc program time,teach less robot system debur workpiec various shape,Leo Princely F. teach less robot system debur workpiec various shape case convent industri robot system oper write robotlanguag program type workpiec oner task especi workpiec differ shape paper teachingless robot system finish twodimension workpiec various shape thick use comput vision propos robot system requir shape inform workpiec includ cad data input oper workpiec shape acquir segment edg straight line circular arc imag data workpiec robotlanguag program workpiec generat automat workpiec shape data finish condit data effect propos method verifi experi use newli develop robot system method provid compact inexpens finish robot system reduc program time ar National Institute of Technology Tiruchirappalli Journal of Advanced Manufacturing Systems Journal 0
10.1016/j.compedu.2015.01.006,ar,Chu E.,National Yunlin University of Science and Technology,Computers and Education,Journal,0,0,highlight comput assist learn system name call propos help student complet hanson assign call includ selflearn assist collabor learn websit seri embed oper system laboratori exercis propos call enhanc student learn motiv speed learn curv call reduc teach load popular embed system consequ rise demand job market profession wellvers embed oper system loss becom one core cours comput scienc studi across world object eo cours develop student abil port modifi custom embed oper system seri laboratori exercis howev teach experi reveal beginn requir consider amount time familiar develop environ relev process oper command line interfac set environ variabl kernel configur furthermor student need constant handl compil error messag malfunct target eo incompat issu relat develop tool problem may frustrat discourag student common strategi address problem dedic hour teach hire teach assist help student progress howev none method suitabl institut limit resourc therefor paper develop computerassist learn system call computerassist learn environ call assist student assign thus motiv them call consist two part selflearn assist lat collabor learn websit cl lat softwar applic provid set use function help student perform eo laboratori exercis wherea collabor learn websit seek encourag greater interact among student experi show call expedit learn improv student motiv reduc teach load,call computerassist learn system embed os laboratori exercis,Chu E. call computerassist learn system embed os laboratori exercis highlight comput assist learn system name call propos help student complet hanson assign call includ selflearn assist collabor learn websit seri embed oper system laboratori exercis propos call enhanc student learn motiv speed learn curv call reduc teach load popular embed system consequ rise demand job market profession wellvers embed oper system loss becom one core cours comput scienc studi across world object eo cours develop student abil port modifi custom embed oper system seri laboratori exercis howev teach experi reveal beginn requir consider amount time familiar develop environ relev process oper command line interfac set environ variabl kernel configur furthermor student need constant handl compil error messag malfunct target eo incompat issu relat develop tool problem may frustrat discourag student common strategi address problem dedic hour teach hire teach assist help student progress howev none method suitabl institut limit resourc therefor paper develop computerassist learn system call computerassist learn environ call assist student assign thus motiv them call consist two part selflearn assist lat collabor learn websit cl lat softwar applic provid set use function help student perform eo laboratori exercis wherea collabor learn websit seek encourag greater interact among student experi show call expedit learn improv student motiv reduc teach load ar National Yunlin University of Science and Technology Computers and Education Journal 0
10.1016/j.rcim.2014.08.012,ar,Galambos P.,Obuda University;Magyar Tudomanyos Akademia,Robotics and Computer-Integrated Manufacturing,Journal,0,0,highlight paper identifi synergi recent advanc futur internet ict survey need highfidel virtual collabor industri robot introduc circa platform remot collabor orchestr framework show integr ontolog coginfocom method industri setup present use case exampl knowledgedriven autom scenario base circa modern manufactur system often compos varieti high custom unit specif design manufactur cell optim assembl train staff requir seri demo instal excess use cost oper resourc case compon locat differ site make orchestr whole system even difficult virtual realiti vr collabor environ offer solut enabl high fidel test train complex manufactur system hand platform difficult implement engin perspect requir provid reliabl standard interfac toward robot compon human oper circa virtual collabor arena platform softwar framework support various mean collabor use d augmentedvirtu realiti communic medium circa offer function highlevel interoper heterogen compon wide rang domain span research amp develop remot educ orchestr manag industri process manufactur applic paper provid overview industri requir behind highfidel virtual collabor demonstr circa platform meet requir use case provid illustr usabl platform,design program orchestr heterogen manufactur system vrpower remot collabor,Galambos P. design program orchestr heterogen manufactur system vrpower remot collabor highlight paper identifi synergi recent advanc futur internet ict survey need highfidel virtual collabor industri robot introduc circa platform remot collabor orchestr framework show integr ontolog coginfocom method industri setup present use case exampl knowledgedriven autom scenario base circa modern manufactur system often compos varieti high custom unit specif design manufactur cell optim assembl train staff requir seri demo instal excess use cost oper resourc case compon locat differ site make orchestr whole system even difficult virtual realiti vr collabor environ offer solut enabl high fidel test train complex manufactur system hand platform difficult implement engin perspect requir provid reliabl standard interfac toward robot compon human oper circa virtual collabor arena platform softwar framework support various mean collabor use d augmentedvirtu realiti communic medium circa offer function highlevel interoper heterogen compon wide rang domain span research amp develop remot educ orchestr manag industri process manufactur applic paper provid overview industri requir behind highfidel virtual collabor demonstr circa platform meet requir use case provid illustr usabl platform ar Obuda University;Magyar Tudomanyos Akademia Robotics and Computer-Integrated Manufacturing Journal 0
10.2200/S00728ED1V01Y201608DCS051,ar,Dang D.,Texas Instruments,Synthesis Lectures on Digital Circuits and Systems,Book Series,0,0,book provid thorough introduct texa instrument mps microcontrol mps bit processor arm cortex mf architectur builtin float point unit core msp featur bit arm cortexmf cpu riscarchitectur process unit includ builtin dsp engin float point unit extens ultralowpow msp microcontrol famili msp featur ultralow power consumpt integr digit analog hardwar peripher msp new member msp famili provid seamless transit applic requir bit process oper frequenc mhz processor may program varieti level differ program languag includ userfriend energia rapid prototyp platform assembl languag c number c program option also avail develop start registerlevel access code develop direct configur devic regist driver librari provid standard set applic program interfac app enabl softwar develop quick manipul various peripher avail devic even higher abstract layer also avail extrem userfriend energia platform enabl even beginn quick prototyp applic msp msp launchpad support host technic data applic note train modul softwar exampl encapsul insid one handi packag call mspware avail standalon download packag well ti cloud develop site devticom featur msp may extend full line boosterpack plugin modul msp also support varieti third parti modular sensor softwar compil compani back thorough introduct mps line microcontrol program techniqu interfac concept provid along consider tutori inform mani illustr exampl chapter provid laboratori exercis appli present chapter book intend upper level undergradu cours microcontrol mechatron may also use refer capston design project practic engin alreadi familiar anoth microcontrol requir quick tutori microcontrol also find book use final middl school high school student find msp high approach via energia rapid prototyp system tabl content prefac acknowledg introduct microcontrol msp brief introduct program msp oper paramet interfac msp memori system msp power system timerel system rest interrupt analog peripher communic system msp system integr system level design author biographi index,embed system design texa instrument msp bit processor,Dang D. embed system design texa instrument msp bit processor book provid thorough introduct texa instrument mps microcontrol mps bit processor arm cortex mf architectur builtin float point unit core msp featur bit arm cortexmf cpu riscarchitectur process unit includ builtin dsp engin float point unit extens ultralowpow msp microcontrol famili msp featur ultralow power consumpt integr digit analog hardwar peripher msp new member msp famili provid seamless transit applic requir bit process oper frequenc mhz processor may program varieti level differ program languag includ userfriend energia rapid prototyp platform assembl languag c number c program option also avail develop start registerlevel access code develop direct configur devic regist driver librari provid standard set applic program interfac app enabl softwar develop quick manipul various peripher avail devic even higher abstract layer also avail extrem userfriend energia platform enabl even beginn quick prototyp applic msp msp launchpad support host technic data applic note train modul softwar exampl encapsul insid one handi packag call mspware avail standalon download packag well ti cloud develop site devticom featur msp may extend full line boosterpack plugin modul msp also support varieti third parti modular sensor softwar compil compani back thorough introduct mps line microcontrol program techniqu interfac concept provid along consider tutori inform mani illustr exampl chapter provid laboratori exercis appli present chapter book intend upper level undergradu cours microcontrol mechatron may also use refer capston design project practic engin alreadi familiar anoth microcontrol requir quick tutori microcontrol also find book use final middl school high school student find msp high approach via energia rapid prototyp system tabl content prefac acknowledg introduct microcontrol msp brief introduct program msp oper paramet interfac msp memori system msp power system timerel system rest interrupt analog peripher communic system msp system integr system level design author biographi index ar Texas Instruments Synthesis Lectures on Digital Circuits and Systems Book Series 0
