doi,subtype,creator,affilname,publicationName,aggregationType,include?,proc_pubmed_id,proc_abstract,proc_title,text_to_proc
10.1007/978-3-030-49932-7_90,cp,Xefteris S.,University of Western Macedonia,Advances in Intelligent Systems and Computing,Book Series,0.0,0,human cognit guid shape physic manifest object around us act think intertwin integr digit interact physic world improv potenti perceiv understand object space notion facilit creation mental represent sinc direct influenc way bodili interact object integr educ robot mix realiti tangibl interfac provid us fertil ground develop new learn scenario astronom phenomena simplest obscur includ difficult grasp concept learner usual develop strong misconcept paper propos use educ robot tangibl simul tool earth movement mix realiti space learn daynight cycl order evalu propos environ pilot studi conduct sixteen elementari student data collect repost test attitud questionnair semiform group interview student answer indic excit impress propos intervent gain invalu knowledg daynight cycl,educ robot creat tangibl simul mix realiti space learn daynight cycl,Xefteris S. educ robot creat tangibl simul mix realiti space learn daynight cycl human cognit guid shape physic manifest object around us act think intertwin integr digit interact physic world improv potenti perceiv understand object space notion facilit creation mental represent sinc direct influenc way bodili interact object integr educ robot mix realiti tangibl interfac provid us fertil ground develop new learn scenario astronom phenomena simplest obscur includ difficult grasp concept learner usual develop strong misconcept paper propos use educ robot tangibl simul tool earth movement mix realiti space learn daynight cycl order evalu propos environ pilot studi conduct sixteen elementari student data collect repost test attitud questionnair semiform group interview student answer indic excit impress propos intervent gain invalu knowledg daynight cycl cp University of Western Macedonia Advances in Intelligent Systems and Computing Book Series 0
10.1007/978-3-030-52575-0_14,cp,Buitrago P.A.,Universidad Nacional Abierta y a Distancia,Advances in Intelligent Systems and Computing,Book Series,0.0,0,nation open distanc univers und autonom univers entiti nation order special regim zone educ center use first remot mobil robot laboratori base arduino platform incorpor labsland arduino robot altern addit reduc cost allow coverag student locat distant area difficulti access laboratori practic plan replac use simul loos microcontrol without robot structur incorpor new technolog tool educ approach due need incorpor learn activ laboratori practic cours microprocessor microcontrol month octob first week novemb measur technolog pedagog impact open distanc educ purpos student particip student conduct survey subsequ result evalu activ compar rest student carri tradit activ matrix indic obtain allow measur educ impact use technolog tool compar tradit laboratori activ practic cours microprocessor microcontrol,mobil arduino robot program use remot laboratori und pedagog technic aspect experi use remot mobil robot laboratori und,Buitrago P.A. mobil arduino robot program use remot laboratori und pedagog technic aspect experi use remot mobil robot laboratori und nation open distanc univers und autonom univers entiti nation order special regim zone educ center use first remot mobil robot laboratori base arduino platform incorpor labsland arduino robot altern addit reduc cost allow coverag student locat distant area difficulti access laboratori practic plan replac use simul loos microcontrol without robot structur incorpor new technolog tool educ approach due need incorpor learn activ laboratori practic cours microprocessor microcontrol month octob first week novemb measur technolog pedagog impact open distanc educ purpos student particip student conduct survey subsequ result evalu activ compar rest student carri tradit activ matrix indic obtain allow measur educ impact use technolog tool compar tradit laboratori activ practic cours microprocessor microcontrol cp Universidad Nacional Abierta y a Distancia Advances in Intelligent Systems and Computing Book Series 0
10.1007/978-3-030-52287-2_11,cp,Dante A.,UniversitÃ  degli Studi dell'Aquila,Advances in Intelligent Systems and Computing,Book Series,0.0,0,highfidel simul his educ method base technolog mannequin faith reproduc physiolog physiopatholog human bodi respons specif clinic condit nurs care tradit educ integr his improv nurs student knowledg perform selfefficaci selfconfid problem solv abil critic think report well relat empath skill level realism reach his session defin degre simul experi approach realiti demonstr posit associ student learn outcom highfidel patient simul computerdriven static mannequin resembl adult child human bodi dimens howev show limit overcom provid realist fullbodi experi nurs educ regard robot artifici intellig key role technolog evolut nurs educ system introduct simul field open new perspect produc unavoid redefinit educ standard benefici implic futur nurs care perspect new challeng nurs educ discuss paper,highfidel patient simul robot artifici intellig discuss paper new challeng enhanc learn nurs educ,Dante A. highfidel patient simul robot artifici intellig discuss paper new challeng enhanc learn nurs educ highfidel simul his educ method base technolog mannequin faith reproduc physiolog physiopatholog human bodi respons specif clinic condit nurs care tradit educ integr his improv nurs student knowledg perform selfefficaci selfconfid problem solv abil critic think report well relat empath skill level realism reach his session defin degre simul experi approach realiti demonstr posit associ student learn outcom highfidel patient simul computerdriven static mannequin resembl adult child human bodi dimens howev show limit overcom provid realist fullbodi experi nurs educ regard robot artifici intellig key role technolog evolut nurs educ system introduct simul field open new perspect produc unavoid redefinit educ standard benefici implic futur nurs care perspect new challeng nurs educ discuss paper cp UniversitÃ  degli Studi dell'Aquila Advances in Intelligent Systems and Computing Book Series 0
10.1007/978-3-030-53021-1_45,cp,Martinez S.J.,Universidad ECCI,Lecture Notes in Electrical Engineering,Book Series,0.0,0,educ field necessari abil experi learn process virtual laboratori allow freedom even physic resourc paper present webbas virtual laboratori kuki br iowa r robot virtual robot arm use rep simul allow control robot arm use direct cinemat model direct control posit joint invers cinemat model develop use denavithatenberg methodolog connect remot api web design user interfac labview use extern librari connect laboratori web user comput internet access labview runtim engin plugin instal experiment test observ system robust sinc allow stream sever user without affect work manag program possibl verifi perform laboratori link work capac user comput,design implement remot virtual laboratori internet appli kuki br iowa r,Martinez S.J. design implement remot virtual laboratori internet appli kuki br iowa r educ field necessari abil experi learn process virtual laboratori allow freedom even physic resourc paper present webbas virtual laboratori kuki br iowa r robot virtual robot arm use rep simul allow control robot arm use direct cinemat model direct control posit joint invers cinemat model develop use denavithatenberg methodolog connect remot api web design user interfac labview use extern librari connect laboratori web user comput internet access labview runtim engin plugin instal experiment test observ system robust sinc allow stream sever user without affect work manag program possibl verifi perform laboratori link work capac user comput cp Universidad ECCI Lecture Notes in Electrical Engineering Book Series 0
10.3390/electronics9122163,ar,CaÃ±as J.M.,Universidad Rey Juan Carlos,Electronics (Switzerland),Journal,0.0,0,articl present full cours autonom aerial robot insid roboticsacademi framework drone program cours openaccess readytous teacherstud teachlearn drone program free student may program divers drone comput without physic presenc cours unman aerial vehicl uav applic essenti practic intellig resid softwar part therefor propos cours emphas drone program practic learn compris collect exercis resembl drone applic real life follow road visual land peopl search rescu includ correspond background theori cours success taught five year student sever univers engin degre exercis cours also valid three aerial robot competit includ intern one roboticsacademi also briefli present paper open framework distanc robot learn engin degre design practic complement typic onlin video massiv open onlin cours moon educ content built upon robot oper system ros middlewar de facto standard robot program power d gazebo simul wide use python program languag addit roboticsacademi suitabl tool gamifi learn onlin robot competit includ sever competit exercis automat assess tool view fulltext,opensourc drone program cours distanc engin educ,CaÃ±as J.M. opensourc drone program cours distanc engin educ articl present full cours autonom aerial robot insid roboticsacademi framework drone program cours openaccess readytous teacherstud teachlearn drone program free student may program divers drone comput without physic presenc cours unman aerial vehicl uav applic essenti practic intellig resid softwar part therefor propos cours emphas drone program practic learn compris collect exercis resembl drone applic real life follow road visual land peopl search rescu includ correspond background theori cours success taught five year student sever univers engin degre exercis cours also valid three aerial robot competit includ intern one roboticsacademi also briefli present paper open framework distanc robot learn engin degre design practic complement typic onlin video massiv open onlin cours moon educ content built upon robot oper system ros middlewar de facto standard robot program power d gazebo simul wide use python program languag addit roboticsacademi suitabl tool gamifi learn onlin robot competit includ sever competit exercis automat assess tool view fulltext ar Universidad Rey Juan Carlos Electronics (Switzerland) Journal 0
10.1007/s12008-020-00704-6,ar,MacÃ­as GarcÃ­a M.E.,Tecnologico de Monterrey,International Journal on Interactive Design and Manufacturing,Journal,0.0,0,current market requir manufactur sector boost develop adopt digit tool increas everi day train simul softwar automat system process optim system valid musthav product center faster machin integr rapid prototyp find advantag competitor new form system valid known virtual commiss emul real industri environ thank comput softwar provid user safe place train deal problem real world technolog repres opportun special educ virtual commiss could use equip control autom laboratori student traine autom test valid debug control autom strategi thus student learn technolog save train center money need cost industri machineri reinforc student understand student practic becom regular habit global economi mani develop nation whose primari econom activ product feel pressur train laboratori resourcepoor common equip improvis homemad system repres student face real industri environ articl describ creation process capabl scope set new virtual commiss element within cyberphys laboratori cpl cpl merger physic laboratori equip real industri control virtual environ emul industri process use engin train autom control robot purpos achiev low cost effect use laboratori physic system cyberphys laboratori devic total connect oper space real virtual interact other research paper also show exampl situ cyberphys laboratori capabl scope usag contribut student train,cyberphys lab enhanc engin train educ,MacÃ­as GarcÃ­a M.E. cyberphys lab enhanc engin train educ current market requir manufactur sector boost develop adopt digit tool increas everi day train simul softwar automat system process optim system valid musthav product center faster machin integr rapid prototyp find advantag competitor new form system valid known virtual commiss emul real industri environ thank comput softwar provid user safe place train deal problem real world technolog repres opportun special educ virtual commiss could use equip control autom laboratori student traine autom test valid debug control autom strategi thus student learn technolog save train center money need cost industri machineri reinforc student understand student practic becom regular habit global economi mani develop nation whose primari econom activ product feel pressur train laboratori resourcepoor common equip improvis homemad system repres student face real industri environ articl describ creation process capabl scope set new virtual commiss element within cyberphys laboratori cpl cpl merger physic laboratori equip real industri control virtual environ emul industri process use engin train autom control robot purpos achiev low cost effect use laboratori physic system cyberphys laboratori devic total connect oper space real virtual interact other research paper also show exampl situ cyberphys laboratori capabl scope usag contribut student train ar Tecnologico de Monterrey International Journal on Interactive Design and Manufacturing Journal 0
10.1186/s13638-020-01761-x,ar,Li P.,Sichuan Normal University,Eurasip Journal on Wireless Communications and Networking,Journal,0.0,0,process continu develop robot technolog wide use aerospac medic educ servic industri relationship robot peopl get closer closer improv robot intellig process continu learn extern knowledg sinc introduct humancomput interact technolog provid technic support human research robot paper first take tai chi exampl analyz deconstruct standard tai chi putter movement obtain correspond movement paramet inform human bodi depth imag bone structur obtain kinect sensor human joint posit data record coordin data sent brain robot therebi realiz imit learn robot push movement tai chi experiment result show propos method simul practic process invers tai chi well analyz shortcom practic process promot develop sport,research robot box movement simul base kinect sensor,Li P. research robot box movement simul base kinect sensor process continu develop robot technolog wide use aerospac medic educ servic industri relationship robot peopl get closer closer improv robot intellig process continu learn extern knowledg sinc introduct humancomput interact technolog provid technic support human research robot paper first take tai chi exampl analyz deconstruct standard tai chi putter movement obtain correspond movement paramet inform human bodi depth imag bone structur obtain kinect sensor human joint posit data record coordin data sent brain robot therebi realiz imit learn robot push movement tai chi experiment result show propos method simul practic process invers tai chi well analyz shortcom practic process promot develop sport ar Sichuan Normal University Eurasip Journal on Wireless Communications and Networking Journal 0
10.1186/s40648-020-00160-7,ar,Lee M.,Ritsumeikan University Biwako-Kusatsu Campus,ROBOMECH Journal,Journal,0.0,0,geriatr popul expand caregiv requir accur train handl care elder howev student lack method acquir necessari skill experi well suffici opportun practic real human be investig necess feasibl care train assist robot care educ develop simul robot shoulder complex joint multidof studi five expert year experi elder care particip dataacquisit process acquir inform aspect glenohumer angl well sternoclavicular joint torqu expert perform three type rangeofmot exercis elevationdepress sternoclavicular joint ii extens flexion glenohumer joint iii later medial rotat glenohumer joint experiment result show quantit result exercis signific differ expert moreov observ even experienc profession need consist care educ base quantit data feedback thus confirm necess feasibl care train assist robot improv skill requir elder care,necess feasibl care train assist robot cataro shoulder complex joint multidof elder care educ,Lee M. necess feasibl care train assist robot cataro shoulder complex joint multidof elder care educ geriatr popul expand caregiv requir accur train handl care elder howev student lack method acquir necessari skill experi well suffici opportun practic real human be investig necess feasibl care train assist robot care educ develop simul robot shoulder complex joint multidof studi five expert year experi elder care particip dataacquisit process acquir inform aspect glenohumer angl well sternoclavicular joint torqu expert perform three type rangeofmot exercis elevationdepress sternoclavicular joint ii extens flexion glenohumer joint iii later medial rotat glenohumer joint experiment result show quantit result exercis signific differ expert moreov observ even experienc profession need consist care educ base quantit data feedback thus confirm necess feasibl care train assist robot improv skill requir elder care ar Ritsumeikan University Biwako-Kusatsu Campus ROBOMECH Journal Journal 0
10.1109/LARS/SBR/WRE51543.2020.9306947,cp,Souza J.D.T.,Universidade Federal de Pernambuco,"2020 Latin American Robotics Symposium, 2020 Brazilian Symposium on Robotics and 2020 Workshop on Robotics in Education, LARS-SBR-WRE 2020",Conference Proceeding,1.0,0,use simul visual tool valid mechan design program robot becom increas import use mani scenario simul collabor research machin learn deep learn train profession nowaday covid pandem social distanc simul great potenti tool help teach robot howev research indic user may encount differ happen simul real life effect call realiti gap articl aim investig effect gap educ robot simul name virtual robot toolkit vrt well impact test algorithm propos strategi reduc impact effect three batch test carri two differ robot simul real world captur data sensor tachomet infrar gyroscop light sensor possibl compar perform two scenario differ final entir test field model made avail along video test,assess realiti gap robot simul educ purpos,"Souza J.D.T. assess realiti gap robot simul educ purpos use simul visual tool valid mechan design program robot becom increas import use mani scenario simul collabor research machin learn deep learn train profession nowaday covid pandem social distanc simul great potenti tool help teach robot howev research indic user may encount differ happen simul real life effect call realiti gap articl aim investig effect gap educ robot simul name virtual robot toolkit vrt well impact test algorithm propos strategi reduc impact effect three batch test carri two differ robot simul real world captur data sensor tachomet infrar gyroscop light sensor possibl compar perform two scenario differ final entir test field model made avail along video test cp Universidade Federal de Pernambuco 2020 Latin American Robotics Symposium, 2020 Brazilian Symposium on Robotics and 2020 Workshop on Robotics in Education, LARS-SBR-WRE 2020 Conference Proceeding 0"
10.1145/3383668.3419900,cp,Heljakka K.I.,University of Turku School of Cultural Production and Landscape Studies,CHI PLAY 2020 - Extended Abstracts of the 2020 Annual Symposium on Computer-Human Interaction in Play,Conference Proceeding,0.0,0,social robot becom increas common context educ healthcar paper report find first stage exploratori studi conduct n finnish preschool age year multidisciplinari studi intertwin area earli educ pedagog smart toy interact technolog employ commerci robot dog real dog studi potenti artifici live entiti support facilit socialemot learn sel guid play learn approach perform research intervent includ facilit observ video record three play session organ marchmay preliminari find indic guid play robot dog support sel convers human relationship interact real dog facilit empath respons spontan reaction anim behavior contribut research understand robot dog live dog may assist simul human interact human anim interact way suitabl support play learn socialemot compet,play opposit uncanni empath respons learn companiontechnolog robot dog vs real dog,Heljakka K.I. play opposit uncanni empath respons learn companiontechnolog robot dog vs real dog social robot becom increas common context educ healthcar paper report find first stage exploratori studi conduct n finnish preschool age year multidisciplinari studi intertwin area earli educ pedagog smart toy interact technolog employ commerci robot dog real dog studi potenti artifici live entiti support facilit socialemot learn sel guid play learn approach perform research intervent includ facilit observ video record three play session organ marchmay preliminari find indic guid play robot dog support sel convers human relationship interact real dog facilit empath respons spontan reaction anim behavior contribut research understand robot dog live dog may assist simul human interact human anim interact way suitabl support play learn socialemot compet cp University of Turku School of Cultural Production and Landscape Studies CHI PLAY 2020 - Extended Abstracts of the 2020 Annual Symposium on Computer-Human Interaction in Play Conference Proceeding 0
10.1109/IRC.2020.00014,cp,Su Y.H.,Mount Holyoke College,"Proceedings - 4th IEEE International Conference on Robotic Computing, IRC 2020",Conference Proceeding,0.0,0,robotassist minim invas surgeri made substanti impact oper room past decad high dexter small tool size impact adopt minim invas techniqu recent year intellig differ level surgic robot autonomi emerg thank medic robot endeavor numer academ institut lead surgic robot compani acceler interact within research communiti prevent repeat develop propos collabor robot toolkit crt common api ravenii da vinc research kit dark two open surgic robot platform instal institut worldwid crt broaden includ robot devic includ simul robot system industri robot common api communiti softwar infrastructur research educ cut edg humanrobot collabor area semiautonom teleoper medic robot paper present concept design detail integr crt physic robot system simul platform,collabor robot toolkit crt   open softwar framework surgic robot research,"Su Y.H. collabor robot toolkit crt   open softwar framework surgic robot research robotassist minim invas surgeri made substanti impact oper room past decad high dexter small tool size impact adopt minim invas techniqu recent year intellig differ level surgic robot autonomi emerg thank medic robot endeavor numer academ institut lead surgic robot compani acceler interact within research communiti prevent repeat develop propos collabor robot toolkit crt common api ravenii da vinc research kit dark two open surgic robot platform instal institut worldwid crt broaden includ robot devic includ simul robot system industri robot common api communiti softwar infrastructur research educ cut edg humanrobot collabor area semiautonom teleoper medic robot paper present concept design detail integr crt physic robot system simul platform cp Mount Holyoke College Proceedings - 4th IEEE International Conference on Robotic Computing, IRC 2020 Conference Proceeding 0"
