doi,subtype,creator,affilname,publicationName,aggregationType,include?,proc_pubmed_id,proc_abstract,proc_title,text_to_proc
10.7227/IJEEE.49.3.3,ar,Tadrist N.,UniversitÃ© des Sciences et de la Technologie Houari Boumediene,International Journal of Electrical Engineering and Education,Journal,0,0,paper test bench develop teaching purpose enhance power electronic real time control brushless dc motor particular emphasis place pm technique theoretical signal generation use matlabsimulink environment experimentally dsp programming kit first model develop matlabsimulink derive electrical mechanical equation mode control strategy implement involve two pm technique namely soft hard switching system build way student able carry modelling confirm result test bench use technique approach use effective generate student satisfaction improvement student learn evident regard drive control application either variable speed drive embed system ,development brushless dc motor drive system teaching purpose use various pm control technique ,Tadrist N. development brushless dc motor drive system teaching purpose use various pm control technique  paper test bench develop teaching purpose enhance power electronic real time control brushless dc motor particular emphasis place pm technique theoretical signal generation use matlabsimulink environment experimentally dsp programming kit first model develop matlabsimulink derive electrical mechanical equation mode control strategy implement involve two pm technique namely soft hard switching system build way student able carry modelling confirm result test bench use technique approach use effective generate student satisfaction improvement student learn evident regard drive control application either variable speed drive embed system  ar UniversitÃ© des Sciences et de la Technologie Houari Boumediene International Journal of Electrical Engineering and Education Journal 0
10.7227/IJEEE.49.3.5,ar,RodrÃ­guez-ResÃ©ndiz J.,Universidad AutÃ³noma de QuerÃ©taro,International Journal of Electrical Engineering and Education,Journal,0,0,article methodology construct simple serve loop motion control application suitable educational application present entire hardware implementation demonstrate focus microcontrollerbase c serve amplifier field programmable gate arraydigital signal processor fpgadsp motion controller novel hybrid architecturebase digital stage feature provide lowcost serve drive high performance controller use basis industrial application communication computer controller exploit project order perform simultaneous adaptive serve tuning usb protocol put operation user frontend high speed sampling frequency require pc acquire position feedback signal software interface develop use educational software enable feature limited motion profile also supervisory control data acquisition scara topology system classical proportionalintegralderivative controller pid program dsp order ensure proper tracking reference low high speed dc motor furthermore certain block embed pga result three important technology signal processing feature permit engineering student understand several concept cover theoretical course ,approach motion control application base advanced programmable device ,RodrÃ­guez-ResÃ©ndiz J. approach motion control application base advanced programmable device  article methodology construct simple serve loop motion control application suitable educational application present entire hardware implementation demonstrate focus microcontrollerbase c serve amplifier field programmable gate arraydigital signal processor fpgadsp motion controller novel hybrid architecturebase digital stage feature provide lowcost serve drive high performance controller use basis industrial application communication computer controller exploit project order perform simultaneous adaptive serve tuning usb protocol put operation user frontend high speed sampling frequency require pc acquire position feedback signal software interface develop use educational software enable feature limited motion profile also supervisory control data acquisition scara topology system classical proportionalintegralderivative controller pid program dsp order ensure proper tracking reference low high speed dc motor furthermore certain block embed pga result three important technology signal processing feature permit engineering student understand several concept cover theoretical course  ar Universidad AutÃ³noma de QuerÃ©taro International Journal of Electrical Engineering and Education Journal 0
10.1080/08993408.2013.847152,ar,Mason R.,School of Business and Tourism,Computer Science Education,Journal,1,0,paper report series introductory programming workshop initially target female high school student utilise lego mindstorm robot cognitive load theory lt apply instructional design workshop control experiment also conduct investigate aspect interface result indicate truncate interface lead well learning novice programmer measure test performance participant well enhanced shift selfefficacy lower perception difficulty also transfer effect another programming environment alice argue result indicate novice programmer mere presence onscreen additional redundant entity act form tacit distraction thus impend learn utility lt analyse design deliver aspect computer programming environment instructional material discuss ,mindstorm robot application cognitive load theory introductory programming ,Mason R. mindstorm robot application cognitive load theory introductory programming  paper report series introductory programming workshop initially target female high school student utilise lego mindstorm robot cognitive load theory lt apply instructional design workshop control experiment also conduct investigate aspect interface result indicate truncate interface lead well learning novice programmer measure test performance participant well enhanced shift selfefficacy lower perception difficulty also transfer effect another programming environment alice argue result indicate novice programmer mere presence onscreen additional redundant entity act form tacit distraction thus impend learn utility lt analyse design deliver aspect computer programming environment instructional material discuss  ar School of Business and Tourism Computer Science Education Journal 0
10.1080/08993408.2013.847226,ar,Touretzky D.,Carnegie Mellon University,Computer Science Education,Journal,1,0,modern robot like today smartphone complex device intricate software system introductory robot programming course must evolve reflect reality teaching student make use sophisticated tool robot provide rather reimplemente basic algorithm paper focus teach tekkotsu open source robot application development framework design specifically education curriculum describe also teach use ros robot operating system widely use robotic research ,robotic computer scientist   big idea ,Touretzky D. robotic computer scientist   big idea  modern robot like today smartphone complex device intricate software system introductory robot programming course must evolve reflect reality teaching student make use sophisticated tool robot provide rather reimplemente basic algorithm paper focus teach tekkotsu open source robot application development framework design specifically education curriculum describe also teach use ros robot operating system widely use robotic research  ar Carnegie Mellon University Computer Science Education Journal 0
10.1109/TE.2013.2255877,ar,Larraza-Mendiluze E.,Universidad del Pais Vasco,IEEE Transactions on Education,Journal,0,0,inputoutput io subsystem important topic within computer architecture ca determine computer interact environment reason computer scientist engineer must understand computer manage interaction usually teach introductory ca course course many different style teach range purely theoretical completely practical ca course consider paper already apply practical approach time io subsystem student must able describe polling interrupt handle lowlevel programming however program level operating system os drive computer possible without familiar kernel driver usually case student introductory course fortunately many bare specialize embed system around osdriven proposal nintendo ds nds console use classroom set prove appropriate infrastructure develop attractive engaging project useful provide well understanding mechanism relate io subsystem time teach method alter make transition classical passive lecturebase class active projectbased learning pl approach reward experience see student learn control nds device own addition describe implementation propose change two subsequent school year paper also present data conclusion ,gameconsolebased project learn computer inputoutput subsystem ,Larraza-Mendiluze E. gameconsolebased project learn computer inputoutput subsystem  inputoutput io subsystem important topic within computer architecture ca determine computer interact environment reason computer scientist engineer must understand computer manage interaction usually teach introductory ca course course many different style teach range purely theoretical completely practical ca course consider paper already apply practical approach time io subsystem student must able describe polling interrupt handle lowlevel programming however program level operating system os drive computer possible without familiar kernel driver usually case student introductory course fortunately many bare specialize embed system around osdriven proposal nintendo ds nds console use classroom set prove appropriate infrastructure develop attractive engaging project useful provide well understanding mechanism relate io subsystem time teach method alter make transition classical passive lecturebase class active projectbased learning pl approach reward experience see student learn control nds device own addition describe implementation propose change two subsequent school year paper also present data conclusion  ar Universidad del Pais Vasco IEEE Transactions on Education Journal 0
10.1007/s00170-013-5034-6,ar,Gu W.P.,Nanchang Hangkong University,International Journal of Advanced Manufacturing Technology,Journal,0,0,automatic weld technology solution increase weld productivity improve weld quality especially thick plate weld order obtain highquality multipass well necessary maintain stable welding bead pass multipass weld difficult obtain stable weld bead use traditional teaching playback arc weld robot overcome traditional limitation automatic weld tracking system arc weld robot propose multipass welding develop system include image acquisition module image processing module track control unit software interface vision sensor include ccd camera mount weld torch order minimize inevitable misalignment center line weld seam weld torch weld pass robust algorithm weld image processing propose prove suitable root pass filling pass cap pass order accurately track weld seam fuzzy controller design control arc weld robot adjust torch microsoft visual c software use develop application program user interface welding experiment carry verify validity multipass weld tracking system ,autonomous seam acquisition tracking system multipass weld base vision sensor ,Gu W.P. autonomous seam acquisition tracking system multipass weld base vision sensor  automatic weld technology solution increase weld productivity improve weld quality especially thick plate weld order obtain highquality multipass well necessary maintain stable welding bead pass multipass weld difficult obtain stable weld bead use traditional teaching playback arc weld robot overcome traditional limitation automatic weld tracking system arc weld robot propose multipass welding develop system include image acquisition module image processing module track control unit software interface vision sensor include ccd camera mount weld torch order minimize inevitable misalignment center line weld seam weld torch weld pass robust algorithm weld image processing propose prove suitable root pass filling pass cap pass order accurately track weld seam fuzzy controller design control arc weld robot adjust torch microsoft visual c software use develop application program user interface welding experiment carry verify validity multipass weld tracking system  ar Nanchang Hangkong University International Journal of Advanced Manufacturing Technology Journal 0
10.7227/IJEEE.50.3.4,ar,Apsley J.,The University of Manchester,International Journal of Electrical Engineering and Education,Journal,0,0,project work form major part final year be man degree course assessment mark allocate final report traditional classroom teaching promote independent learning require running project write research report autonomous linefollowe robot challenge introduce secondyear group project training tool project management plan technical writing order prepare student third fourthyear project linefollowe robot require student develop technical skill circuit design fabrication microcontroller programming control context competition engage enthusiasm provide platform secondyear pastoral system motivate student meet weekly tutor smallgroup context paper evaluate effectiveness project meeting learn objective identify challenge relate resource assessment ,autonomous linefollowe robot project training tool project work ,Apsley J. autonomous linefollowe robot project training tool project work  project work form major part final year be man degree course assessment mark allocate final report traditional classroom teaching promote independent learning require running project write research report autonomous linefollowe robot challenge introduce secondyear group project training tool project management plan technical writing order prepare student third fourthyear project linefollowe robot require student develop technical skill circuit design fabrication microcontroller programming control context competition engage enthusiasm provide platform secondyear pastoral system motivate student meet weekly tutor smallgroup context paper evaluate effectiveness project meeting learn objective identify challenge relate resource assessment  ar The University of Manchester International Journal of Electrical Engineering and Education Journal 0
10.1016/j.robot.2012.08.001,ar,Barakova E.,Technische Universiteit Eindhoven,Robotics and Autonomous Systems,Journal,1,0,paper propose architecture make programming robot behavior arbitrary complexity possible enduser show technical solution way easy understand generalize different situation aim facilitate uptake actual use robot technology therapy train social skill autistic child however framework easy generalize arbitrary humanrobot interaction application user technical background need program robot ie various assistive robotic application identify main need enduser programming robot basic prerequisite uptake robot assistive application reusability modularity affordance natural interaction ease use review shortcoming exist architecture develop initial architecture accord principle embed robot platform use cocreation process develop concretize architecture facilitate solution create affordance robot specialist therapist several pilot test show different user group include therapist general computer skill adolescent autism could make simple training general behavioral scenario within h connect exist behavioral block type textual robot command finetune behavior addition paper explain basic concept behind tivipe base robot control platform give guideline choose robot programming tool design enduser platform robot highlight programming architecture help enduser create interactive scenario propose complex programming concept explain nonprogrammer iterative cocreation process lead robot scenario train autistic child use tivipe therapist create interactive robot behavior within h architecture facilitate creation share robot training scenario ,enduser programming architecture facilitate uptake robot social therapy ,Barakova E. enduser programming architecture facilitate uptake robot social therapy  paper propose architecture make programming robot behavior arbitrary complexity possible enduser show technical solution way easy understand generalize different situation aim facilitate uptake actual use robot technology therapy train social skill autistic child however framework easy generalize arbitrary humanrobot interaction application user technical background need program robot ie various assistive robotic application identify main need enduser programming robot basic prerequisite uptake robot assistive application reusability modularity affordance natural interaction ease use review shortcoming exist architecture develop initial architecture accord principle embed robot platform use cocreation process develop concretize architecture facilitate solution create affordance robot specialist therapist several pilot test show different user group include therapist general computer skill adolescent autism could make simple training general behavioral scenario within h connect exist behavioral block type textual robot command finetune behavior addition paper explain basic concept behind tivipe base robot control platform give guideline choose robot programming tool design enduser platform robot highlight programming architecture help enduser create interactive scenario propose complex programming concept explain nonprogrammer iterative cocreation process lead robot scenario train autistic child use tivipe therapist create interactive robot behavior within h architecture facilitate creation share robot training scenario  ar Technische Universiteit Eindhoven Robotics and Autonomous Systems Journal 0
10.1109/TLA.2013.6502866,ar,Diaz L.,Universidad Nacional de CÃ³rdoba,IEEE Latin America Transactions,Journal,1,0,work present two course action part research project focus use intelligent tutoring system robot improve learn process programming engineering field first method use application neural network prediction academic performance student program hand develop practical activity base robot programming student universe motivational tool action first step learn strategy base feedback motivation apply intelligent system process teach learning programming apply engineering field ,action towards application intelligent system computer education ,Diaz L. action towards application intelligent system computer education  work present two course action part research project focus use intelligent tutoring system robot improve learn process programming engineering field first method use application neural network prediction academic performance student program hand develop practical activity base robot programming student universe motivational tool action first step learn strategy base feedback motivation apply intelligent system process teach learning programming apply engineering field  ar Universidad Nacional de CÃ³rdoba IEEE Latin America Transactions Journal 0
10.7227/IJEEE.50.2.4,ar,Mysorewala M.,King Fahd University of Petroleum and Minerals,International Journal of Electrical Engineering and Education,Journal,0,0,paper discusse projectbased teaching learning approach infuse robotic education control instrumentation programme kfupm university last two year various practical project assign student either course project capstone design project area control engineering use national instrument ni embed robotic platform assign project focus design equip robotic platform environmentsense light temperature sound capability control operation path planning obstacle avoidance use ni platform test bed teaching approach result design implementation successful prototype enable student experiment various sense control communication technique platform thus turn intelligent mobile robot capable implement complex computationally demand control estimation algorithm finally survey conduct assess educational content value student propose approach show strategy far fruitful give ample encouragement pursue develop ,projectbased strategy teach robotic use ni embeddedfpga platform ,Mysorewala M. projectbased strategy teach robotic use ni embeddedfpga platform  paper discusse projectbased teaching learning approach infuse robotic education control instrumentation programme kfupm university last two year various practical project assign student either course project capstone design project area control engineering use national instrument ni embed robotic platform assign project focus design equip robotic platform environmentsense light temperature sound capability control operation path planning obstacle avoidance use ni platform test bed teaching approach result design implementation successful prototype enable student experiment various sense control communication technique platform thus turn intelligent mobile robot capable implement complex computationally demand control estimation algorithm finally survey conduct assess educational content value student propose approach show strategy far fruitful give ample encouragement pursue develop  ar King Fahd University of Petroleum and Minerals International Journal of Electrical Engineering and Education Journal 0
10.1007/s10514-013-9324-5,ar,Valero-GÃ³mez A.,Universidad Carlos III de Madrid,Autonomous Robots,Journal,0,0,many year robotic benefit open source community software community project like player stage gazebo ros opencv present robotic application recent year trend also initiate among electronic mechanical development open hardware arduino development platform good example successful hardware project great community developer user around apparition personal d printer bring open source philosophy fabrication physical thing well new technology need new designing tool take advantage paper present c object orient mechanic library ooml tool design mechanical component take account need requirement emerge technology design easily share reuse modify ooml bring together advantage model thing code object orient programming paradigm power c ooml mechanical part describe geometrical combination basic primitive part define fabrication file generate order print mechanize model could also use simulation visualization structural analysis etc ,new paradigm open robotic research education c ooml ,Valero-GÃ³mez A. new paradigm open robotic research education c ooml  many year robotic benefit open source community software community project like player stage gazebo ros opencv present robotic application recent year trend also initiate among electronic mechanical development open hardware arduino development platform good example successful hardware project great community developer user around apparition personal d printer bring open source philosophy fabrication physical thing well new technology need new designing tool take advantage paper present c object orient mechanic library ooml tool design mechanical component take account need requirement emerge technology design easily share reuse modify ooml bring together advantage model thing code object orient programming paradigm power c ooml mechanical part describe geometrical combination basic primitive part define fabrication file generate order print mechanize model could also use simulation visualization structural analysis etc  ar Universidad Carlos III de Madrid Autonomous Robots Journal 0
10.1080/15391523.2013.10782614,ar,Flannery L.,Tufts University,Journal of Research on Technology in Education,Journal,1,0,young learner today generate express interact sophisticated idea use range digital tool explore interactive story animation computer game robotic recent year new developmentally appropriate robotic kit enter early childhood classroom paper present retrospective analysis one study within designbased robotic research program examine pattern cognition throughout early childhood relate programming approach achievement robotic context finding lie foundation apply cognitive developmental theory early technology education inform evaluation study programming robotic technology curriculum ,let dance robot hokeypokey   child program approach achievement throughout early cognitive development ,Flannery L. let dance robot hokeypokey   child program approach achievement throughout early cognitive development  young learner today generate express interact sophisticated idea use range digital tool explore interactive story animation computer game robotic recent year new developmentally appropriate robotic kit enter early childhood classroom paper present retrospective analysis one study within designbased robotic research program examine pattern cognition throughout early childhood relate programming approach achievement robotic context finding lie foundation apply cognitive developmental theory early technology education inform evaluation study programming robotic technology curriculum  ar Tufts University Journal of Research on Technology in Education Journal 0
10.18848/1832-3669/cgp/v08i06/56350,ar,Collier G.,Kingston University,"International Journal of Technology, Knowledge and Society",Conference Proceeding,1,0,teach engineering concept use combination software hardware always well receive student first year engineering undergraduate introduce range concept electrical electronic software engineering operate environment different level interest background knowledge motivation thus essential create hanson course unify concept demonstrate application theoretical concept teach lecture paper describe firsthand experience programming microcontroller system group first year undergraduate engineering student difficult unless fun engage environment provide paper first year teaching course present take student introduction graphical programming environment microcontroller architecture create programme use real sensor actuator mount robot perform set task ,technologycentred teaching method introduce program robotic concept ,"Collier G. technologycentred teaching method introduce program robotic concept  teach engineering concept use combination software hardware always well receive student first year engineering undergraduate introduce range concept electrical electronic software engineering operate environment different level interest background knowledge motivation thus essential create hanson course unify concept demonstrate application theoretical concept teach lecture paper describe firsthand experience programming microcontroller system group first year undergraduate engineering student difficult unless fun engage environment provide paper first year teaching course present take student introduction graphical programming environment microcontroller architecture create programme use real sensor actuator mount robot perform set task  ar Kingston University International Journal of Technology, Knowledge and Society Conference Proceeding 0"
